review,summary,rating,sentiment,cleaned_review
"All of the Babysoy clothing is the best! The fabric feels great & the designs are super cute. Our 6.5 month old daughter is big for her age & is busting out of most of her clothing, but this still has enough stretch that the 3-6 month size is still fitting nicely. I wish my clothes were this soft.",Lots of love,5.0,positive,all of the babysoy clothing is the best the fabric feels great the designs are super cute our month old daughter is big for her age is busting out of most of her clothing but this still has enough stretch that the month size is still fitting nicely i wish my clothes were this soft
I can't say enough how comfortable these shoes are! I have already purchased 2 more pairs so I can't run out of them any time soon! The memory foam in the bottom of these shoes make you feel like you're walking on air! They will definetly ruin you for all your other shoes ~ what took them so long to come up with this!?,Lots of compliments,5.0,positive,i cant say enough how comfortable these shoes are i have already purchased more pairs so i cant run out of them any time soon the memory foam in the bottom of these shoes make you feel like youre walking on air they will definetly ruin you for all your other shoes what took them so long to come up with this
"I purchased 2 of these rings (1 to go on either side of my wedding band).  They are very pretty, sparkly and lightweight. I would say they are closer to a 2mm in size rather than the 3mm as described. They are just the right width for me.  Shipping time was awesome and the ring size is accurate....I would highly recommend at this point. I will update if i have any problems with them :)",Very pretty ring ~,5.0,positive,i purchased of these rings to go on either side of my wedding band they are very pretty sparkly and lightweight i would say they are closer to a mm in size rather than the mm as described they are just the right width for me shipping time was awesome and the ring size is accuratei would highly recommend at this point i will update if i have any problems with them
"Ordered to wear to a Ren Faire.  Fits and shapes like a dream.  Very comfortable, even when tightened to the max.  Really emphasizes my curves into true hourglass shape. I have 34DD, 30"" waist, 38"" hips and this fits and feels beautiful in a Large.I switched out the ribbon that ties it up for two black shoe laces that I knew would be strong enough to hold tight.  If you lace it from the top and from the bottom, having the two laces meet in the middle, you can really use this as a waist-cincher.  Definitely steel boning, very flexible, and does not dimple.  I like the look of the hardware, but am considering changing it out due to ease of use: can be cumbersome to hook up.  I wore for over 7 hours and wasn't screaming at the end from pain.  That's a quality corset in my book!Shipped extremely fast- was here in about a week.",Yes,5.0,positive,ordered to wear to a ren faire fits and shapes like a dream very comfortable even when tightened to the max really emphasizes my curves into true hourglass shape i have dd waist hips and this fits and feels beautiful in a largei switched out the ribbon that ties it up for two black shoe laces that i knew would be strong enough to hold tight if you lace it from the top and from the bottom having the two laces meet in the middle you can really use this as a waistcincher definitely steel boning very flexible and does not dimple i like the look of the hardware but am considering changing it out due to ease of use can be cumbersome to hook up i wore for over hours and wasnt screaming at the end from pain thats a quality corset in my bookshipped extremely fast was here in about a week
"I went home and purchased two of these shirts after playing basketball with a friend who was wearing one. I made the purchase based on appearance alone and was thoroughly impressed with the quality and feel of to when it arrived.It is very light and breathes easily when working up a sweater but also looks good enough to wear out and about in a social setting. Heck, I even wore it while deep sea fishing and received some compliments from some seasoned fishermen aboard.I've worn it both with and without a shirt underneath and I almost prefer no undershirt approach because this under Armmour is much softer than any tshirt I own. If you are looking for a light sweater or long sleeve shirt to wear often, you should most certainly purchase this shirt.",Most comfortable piece of athletic apparel I have ever worn,5.0,positive,i went home and purchased two of these shirts after playing basketball with a friend who was wearing one i made the purchase based on appearance alone and was thoroughly impressed with the quality and feel of to when it arrivedit is very light and breathes easily when working up a sweater but also looks good enough to wear out and about in a social setting heck i even wore it while deep sea fishing and received some compliments from some seasoned fishermen aboardive worn it both with and without a shirt underneath and i almost prefer no undershirt approach because this under armmour is much softer than any tshirt i own if you are looking for a light sweater or long sleeve shirt to wear often you should most certainly purchase this shirt
I purchased my correct size but it was still hard to pull on.  I had to tug quite a bit.  It has an open crotch so you don't have to pull them down during a trip to the bathroom.  I don't like the waist at all.  It looked thicker and I worried about rolling and as soon as I got them into place it was seconds and the top rolled right down.  Very uncomfortable.,tight fit,3.0,neutral,i purchased my correct size but it was still hard to pull on i had to tug quite a bit it has an open crotch so you dont have to pull them down during a trip to the bathroom i dont like the waist at all it looked thicker and i worried about rolling and as soon as i got them into place it was seconds and the top rolled right down very uncomfortable
"After struggling for years to find a V-neck undershirt that actually was low enough to fall below my outer garments, I spotted this shirt on Amazon and read the reviews.  It is just what I was looking for.  I can't believe how so many manufacturers produce v-necks that are so shallow that they show through.  This shirt not only has a great &#34;V,&#34; but it's comfortable, is long enough to stay tucked in (even after repeated washings), and is a nice weight.  The price is a bit higher than I like to pay for undershirts, but the shirt is so good that I'm willing to pay more.",Great V-neck!,5.0,positive,after struggling for years to find a vneck undershirt that actually was low enough to fall below my outer garments i spotted this shirt on amazon and read the reviews it is just what i was looking for i cant believe how so many manufacturers produce vnecks that are so shallow that they show through this shirt not only has a great v but its comfortable is long enough to stay tucked in even after repeated washings and is a nice weight the price is a bit higher than i like to pay for undershirts but the shirt is so good that im willing to pay more
"was the right size and look great these sandals, of acceptable quality. wait to see if they persist over time.",Very Good,4.0,positive,was the right size and look great these sandals of acceptable quality wait to see if they persist over time
Well I looked hot in this but the first time I put it on the clips that attach the stockings just broke they are very cheap plastic I was very upset cause like I said the outfit really fit me well and I looked great but it is cheaply made and I didn't even get to show my fianc&eacute; how I looked before the clips broke and it looked kind of stupid having them not attached to the stockings,A bit if an upset ...,2.0,negative,well i looked hot in this but the first time i put it on the clips that attach the stockings just broke they are very cheap plastic i was very upset cause like i said the outfit really fit me well and i looked great but it is cheaply made and i didnt even get to show my fianceacute how i looked before the clips broke and it looked kind of stupid having them not attached to the stockings
"I know a lot of people loved this bra but for me it was a shapeless, awkward fit that just didn't suit my body type.",Ill fitting bra,2.0,negative,i know a lot of people loved this bra but for me it was a shapeless awkward fit that just didnt suit my body type
"That one star reviewers don't seem to actually read reviews...or some of them anyways?  Most people going through these reviews have discovered that the are at least a half size small.  And they are.  But is that a reason for 1 star?  Really?  Anybody who buys shoes at roadrunnersportsdotcom will know that they ALWAYS recommend a half size larger for most shoes.  So, I was not surprised and order the 12 4e instead of 11.5.  And they fit well.  I love the generous toe box on these shoes.  The support and motion control are pretty good too.  All in all the price for these shoes on Amazon is lower than elsewhere...I do know they were recently on sale for low low low, but now the price is back where it was...$10 and more higher most other places.  I have paid substantially more and it is always a drag when you discover that your price shoes are in need of replacing, so I was very pleasantly surprised with how well these performed at the current price point. I tried another pair that were even less, but they had no support, so I will use them for indoor biking, etc.  I know each manufacturer has their fans and I am an NB fan for sure.  I still don't get the 1 star thing though...people just being people I imagine.",Did you ever notice...,5.0,positive,that one star reviewers dont seem to actually read reviewsor some of them anyways most people going through these reviews have discovered that the are at least a half size small and they are but is that a reason for star really anybody who buys shoes at roadrunnersportsdotcom will know that they always recommend a half size larger for most shoes so i was not surprised and order the e instead of and they fit well i love the generous toe box on these shoes the support and motion control are pretty good too all in all the price for these shoes on amazon is lower than elsewherei do know they were recently on sale for low low low but now the price is back where it was and more higher most other places i have paid substantially more and it is always a drag when you discover that your price shoes are in need of replacing so i was very pleasantly surprised with how well these performed at the current price point i tried another pair that were even less but they had no support so i will use them for indoor biking etc i know each manufacturer has their fans and i am an nb fan for sure i still dont get the star thing thoughpeople just being people i imagine
"I received this within 1 week and was disappointed that the large amethyst at the end is a large brownish purple pebble not gemstone. They're quite heavy which made them difficult to be worn for a long period time. The arrangement/design is just like the picture; therefore it maybe pot-luck the quality of stone you get. Even though the smaller amethyst and the turquoise looks like plastic up close, people won't really notice them when you wear them. They are worth what I've paid for them $16. This why I would not buy any expensive Jewlery online.",picture look better than what I've received.,3.0,neutral,i received this within week and was disappointed that the large amethyst at the end is a large brownish purple pebble not gemstone theyre quite heavy which made them difficult to be worn for a long period time the arrangementdesign is just like the picture therefore it maybe potluck the quality of stone you get even though the smaller amethyst and the turquoise looks like plastic up close people wont really notice them when you wear them they are worth what ive paid for them this why i would not buy any expensive jewlery online
"I own 12 of these UA Tech shirts and for the most part, I love 'em!  What's the reason I don't give them 5 stars?  After multiple washings and dryings, the fabric tends to pill.Another reason I give it less than the full 5 stars, even if you wear deodorant, but sweat while working out, these shirts will (again, over time) retain odors - no matter what laundry detergent you use.  NOTE:  I know this may be just my own special breed of chemicals that has done this to my UA Tech shirts, but take it as an FYI if you, like me, sweat a lot during workouts.  If you're buying these for looking cute around town, the retained odor should be no issue at all.Overall, these are well made, comfortable, loose fit UA shirts which are lightweight and perfect for working out or hanging out in warm weather. They don't shrink or lose their shape. (I have a 40"" chest and purchase Large in these tees, wearing a compression bra underneath.)  The colors are vibrant and the price is on par with similar garments from other makers.Because the fabric is fairly thin, my bra does show through with some colors.  Take this into consideration when purchasing and/or wearing different colored bras underneath these tees.","Loose, comfortable fit",4.0,positive,i own of these ua tech shirts and for the most part i love em whats the reason i dont give them stars after multiple washings and dryings the fabric tends to pillanother reason i give it less than the full stars even if you wear deodorant but sweat while working out these shirts will again over time retain odors no matter what laundry detergent you use note i know this may be just my own special breed of chemicals that has done this to my ua tech shirts but take it as an fyi if you like me sweat a lot during workouts if youre buying these for looking cute around town the retained odor should be no issue at alloverall these are well made comfortable loose fit ua shirts which are lightweight and perfect for working out or hanging out in warm weather they dont shrink or lose their shape i have a chest and purchase large in these tees wearing a compression bra underneath the colors are vibrant and the price is on par with similar garments from other makersbecause the fabric is fairly thin my bra does show through with some colors take this into consideration when purchasing andor wearing different colored bras underneath these tees
"I do cardio that involves a lot of jumping and these shoes REALLY absorb shock just as they say they would. I am not afraid to do high impact anymore. I think my knees will be in good shape using these shoes. These shoes are also very stable and comfortable and I will use them for walking as well. The only thing is the sole is flexible but not extremely flexible and the sole is a little sticky so if you need to do a lot of side-to-side movements as in zumba for example, you may want to buy a shoe slider.But for what I am doing with them, they are excellent. Also, they are true-to-size, so order your usual size.",Jumping shoes,5.0,positive,i do cardio that involves a lot of jumping and these shoes really absorb shock just as they say they would i am not afraid to do high impact anymore i think my knees will be in good shape using these shoes these shoes are also very stable and comfortable and i will use them for walking as well the only thing is the sole is flexible but not extremely flexible and the sole is a little sticky so if you need to do a lot of sidetoside movements as in zumba for example you may want to buy a shoe sliderbut for what i am doing with them they are excellent also they are truetosize so order your usual size
After just having had a baby I was looking for a dress that I could wear on a night out that could still be functional for nursing - this actually fit the bill really well with the low cut draping.  The major bonus was that the ruching along the sides and front are extra flattering for a tummy that's still recovering from a baby bump!,Really attractive and flattering,5.0,positive,after just having had a baby i was looking for a dress that i could wear on a night out that could still be functional for nursing this actually fit the bill really well with the low cut draping the major bonus was that the ruching along the sides and front are extra flattering for a tummy thats still recovering from a baby bump
"I love these pants!  They are really comfortable and of good quality!  I use them all the time to run, walk, or just wear over shorts!",Wearing them right now!,5.0,positive,i love these pants they are really comfortable and of good quality i use them all the time to run walk or just wear over shorts
This is a beautiful color.....just as advertised.  It fits perfectly and it is beyond comfortable.  Perfect for Spring and with a half slip great for winter too.  Beautiful!!!,Love This,5.0,positive,this is a beautiful colorjust as advertised it fits perfectly and it is beyond comfortable perfect for spring and with a half slip great for winter too beautiful
"Love this cute bag, always like the Rothco products they are built casually and last long. This one looks uber cute, but it is little and the strap is very pretty. It carries a lot of weight surprisingly and looks very good!",Very cute bag!,5.0,positive,love this cute bag always like the rothco products they are built casually and last long this one looks uber cute but it is little and the strap is very pretty it carries a lot of weight surprisingly and looks very good
"This is a very pretty dress, however the material shows every lump and bump, this isn't a dress to feel free in.",Shows all the lumps and bumps,2.0,negative,this is a very pretty dress however the material shows every lump and bump this isnt a dress to feel free in
"I love this Sawarovski Bling Bead in Black and have had occasion to order several of them over the last year and and a half. If I have a bracelet or necklace that fits well with a black Bling bead I always get onem, generally two, of these. I like for both ends of my items to match. I have Never been disappointed with them and it is one of the few SWaroski crystal beads that I have that has Never lost a crystal. This is generally a real problem, wiith these crystal beads, but not with Bling's Black one or with the Siam red one.Red Paw on Black Disc European Charm Bead Hanger with Siam Swarovski Crystal ...orSwarovski SIAM Deep Red Crystals Pave European Charm Bead. Note that this Siam Red is in Arts and crafts, not jewelryWHen I really feel the need to spend Big so I do not loose crystals, I buy LoveLinks Black Sea/Black Sea:Lovelinks by Aagaard - RETIRED Sterling Silver Black Sea Bead with Murano Glass For Charm BraceletsHere it is in red: the bumps are easier to see...that is what this bead has, big bumps all around it. I usually do not like bumpy beads, but these are great. Lovelinks by Aagaard - RETIRED Sterling Silver Red Sea Bead with Murano Glass For Charm Bracelets  (I may have ordered the last one today though, but you can try for any color!) They look like crystals, but are not, so absolutely cannot be lost. I give both a 5. Dark, not shiny, very classy!!!!",I love this Swarovski Bling bead in black,5.0,positive,i love this sawarovski bling bead in black and have had occasion to order several of them over the last year and and a half if i have a bracelet or necklace that fits well with a black bling bead i always get onem generally two of these i like for both ends of my items to match i have never been disappointed with them and it is one of the few swaroski crystal beads that i have that has never lost a crystal this is generally a real problem wiith these crystal beads but not with blings black one or with the siam red onered paw on black disc european charm bead hanger with siam swarovski crystal orswarovski siam deep red crystals pave european charm bead note that this siam red is in arts and crafts not jewelrywhen i really feel the need to spend big so i do not loose crystals i buy lovelinks black seablack sealovelinks by aagaard retired sterling silver black sea bead with murano glass for charm braceletshere it is in red the bumps are easier to seethat is what this bead has big bumps all around it i usually do not like bumpy beads but these are great lovelinks by aagaard retired sterling silver red sea bead with murano glass for charm bracelets i may have ordered the last one today though but you can try for any color they look like crystals but are not so absolutely cannot be lost i give both a dark not shiny very classy
"I wear a size 7 1/2 to 8 in street shoes. I ordered the 7 1/2 and they seemed 4 sizes too big. Also, the placement of the elastic strap is awkward and doesn't look right at all. I returned this item.",Way too big,2.0,negative,i wear a size to in street shoes i ordered the and they seemed sizes too big also the placement of the elastic strap is awkward and doesnt look right at all i returned this item
"I expected to slip these on & go. I didn't realize i'd have to pull & push & adjust the straps all the way through the slots in the shoe. I returned & got Tevas (on sale, yaay) & Keen Whisper, which I love.",too many straps,2.0,negative,i expected to slip these on go i didnt realize id have to pull push adjust the straps all the way through the slots in the shoe i returned got tevas on sale yaay keen whisper which i love
The dress fit true to size and looks exactly like the pic. The price is great and the quality seems good. I look and feel super sexy/classy in this dress. I bought it in the purple and the white!,Very Satisfied,5.0,positive,the dress fit true to size and looks exactly like the pic the price is great and the quality seems good i look and feel super sexyclassy in this dress i bought it in the purple and the white
"Size is great, it's huge and will hold more than I can put in it. Could be used as an overnight bag. Nice color. Just doesn't feel like a tote I can tote around much, especially for the price.",Just Ok,3.0,neutral,size is great its huge and will hold more than i can put in it could be used as an overnight bag nice color just doesnt feel like a tote i can tote around much especially for the price
"Bought these as driving gloves for my mum as she has had some cancers remover from her fingers. It was difficult to find full fingered, unlined gloves that were suitable for Australian weather, but these seem ok. I hope they aren't too hot when it gets to summer.","bought for mum, she loves them",5.0,positive,bought these as driving gloves for my mum as she has had some cancers remover from her fingers it was difficult to find full fingered unlined gloves that were suitable for australian weather but these seem ok i hope they arent too hot when it gets to summer
"My unit arrived fast, works great and no issues with it to date-(Still working the same as day one after 5 months)It does exactly what it says it will.. CLEANS!You don't have to use a special cleaner if you don't want as tap water works just as well with this model.Why pay the jewelry store and wait and wait or hand clean each piece yourself?.. When you can do it yourself get better results and save time and money!People will definitely notice how shiny, sparkly, fresh out of the jewelry store showcase your jewelry looks.Super easy to use, fast clean and great price make this a must have cleaner for anyone.I buy over 400 items a year from Amazon and always give an honest review in order to help those trying to make a purchase decision.This product rates 5 stars for use-ability, construction and price.",Great cleaner at a great price!,5.0,positive,my unit arrived fast works great and no issues with it to datestill working the same as day one after monthsit does exactly what it says it will cleansyou dont have to use a special cleaner if you dont want as tap water works just as well with this modelwhy pay the jewelry store and wait and wait or hand clean each piece yourself when you can do it yourself get better results and save time and moneypeople will definitely notice how shiny sparkly fresh out of the jewelry store showcase your jewelry lookssuper easy to use fast clean and great price make this a must have cleaner for anyonei buy over items a year from amazon and always give an honest review in order to help those trying to make a purchase decisionthis product rates stars for useability construction and price
These shirts are of excellent quality which is what I would expect from Tommy Hilfiger. And well worth the little extra expense. You get what you pay for (most of the time!),Very good quality,5.0,positive,these shirts are of excellent quality which is what i would expect from tommy hilfiger and well worth the little extra expense you get what you pay for most of the time
Well I think it is sexy and my wife says it fit really well . what more could you want . BUY,Lovely Look,5.0,positive,well i think it is sexy and my wife says it fit really well what more could you want buy
Living in Florida a warm weather shoe is a necessity. This shoes offers both comfort and support with a style way up form the old  flip flop but offers the same practicality for running around or a day at the beach,Summer comfort,5.0,positive,living in florida a warm weather shoe is a necessity this shoes offers both comfort and support with a style way up form the old flip flop but offers the same practicality for running around or a day at the beach
This is a normal bandana one of the large ones its  ok you can purchase them at a hobby lobby or michaels,Gvanhorn,3.0,neutral,this is a normal bandana one of the large ones its ok you can purchase them at a hobby lobby or michaels
these are long enough for my 5'11 frame and they fit nice look great and only thing I wish for would be more colors to choose from,LOVE THESE,5.0,positive,these are long enough for my frame and they fit nice look great and only thing i wish for would be more colors to choose from
"The husband said it was time for new boat shoes (we have NO boat).  He has a wide foot, so online is where I buy most of his shoes.  After reviewing many boat shoes in this price range, I found these shoes had the best reviews for the money. I agree.These shoes are handsome and well-made.  They are sturdy enough for a big guy with many knee issues. So far, the husband loves them.  They seemed a little loose at first, but after tightening the upper laces, they fit well, no inserts required. Also, there is no rubbing at the ankle, which sometimes happens with shoes.",Good Sturdy Shoe,5.0,positive,the husband said it was time for new boat shoes we have no boat he has a wide foot so online is where i buy most of his shoes after reviewing many boat shoes in this price range i found these shoes had the best reviews for the money i agreethese shoes are handsome and wellmade they are sturdy enough for a big guy with many knee issues so far the husband loves them they seemed a little loose at first but after tightening the upper laces they fit well no inserts required also there is no rubbing at the ankle which sometimes happens with shoes
"I have a 31&#34; waist, it fits perfect. I have a short waist and it fits perfect.  The color is so dark, that it makes the belt look like a much more expensive material as it all blends in so well and the front is a better appearing quality material. I am in love with this belt. I haven't been able to find one in true navy  for 3 yrs, even with much higher cost.  Thanks so much",Really Nice,5.0,positive,i have a waist it fits perfect i have a short waist and it fits perfect the color is so dark that it makes the belt look like a much more expensive material as it all blends in so well and the front is a better appearing quality material i am in love with this belt i havent been able to find one in true navy for yrs even with much higher cost thanks so much
I bought these as a gift for my wife.  The second they came in she put them on and commented how much she liked them.  About an hour later she said her feet were too warm.  LOL.  The buttons look like bone or antlers.  The fleece and leather are top quality -- unlike Chinese knock-offs.I've been wearing UGGs for almost 20 years and these boots are very close quality-wise at a fraction of the price.  They are made in Australia and are suitable for outdoor use.  I'm really impressed with the value and price.,A huge hit with my wife,5.0,positive,i bought these as a gift for my wife the second they came in she put them on and commented how much she liked them about an hour later she said her feet were too warm lol the buttons look like bone or antlers the fleece and leather are top quality unlike chinese knockoffsive been wearing uggs for almost years and these boots are very close qualitywise at a fraction of the price they are made in australia and are suitable for outdoor use im really impressed with the value and price
"I love this. It did not slip at all and it didn't squeeze my thighs, giving it a muffin top effect! I also like the quality of this. Very thick but at the same time it's opaque.","No slip, great quality",5.0,positive,i love this it did not slip at all and it didnt squeeze my thighs giving it a muffin top effect i also like the quality of this very thick but at the same time its opaque
"We got these for my 3 year old who wears size 11. They fit well and have held up through several wash/wear cycles. I don't expect them to last for our younger boy but I haven't found any socks that my oldest can't wear out yet, so happy enough =)",Good quality,5.0,positive,we got these for my year old who wears size they fit well and have held up through several washwear cycles i dont expect them to last for our younger boy but i havent found any socks that my oldest cant wear out yet so happy enough
Bought these for my mom as she needd a good pair of sneakers. i havent heard any complaints so the must be good.She is 74 and likes the looks as well.  Easy spirit is a god shoe.,Bought for Mom,5.0,positive,bought these for my mom as she needd a good pair of sneakers i havent heard any complaints so the must be goodshe is and likes the looks as well easy spirit is a god shoe
Nice shirt but not my first time buying this brand. I will always purchase this kind for school uniforms. I will say buy a size larger or don't dry in dryer.,Dickies,4.0,positive,nice shirt but not my first time buying this brand i will always purchase this kind for school uniforms i will say buy a size larger or dont dry in dryer
"Very bright, well made, nice material but it is too small and looks awkward, was a gift that just did not work : (",Returning it soon,1.0,negative,very bright well made nice material but it is too small and looks awkward was a gift that just did not work
"Love the softness of the fabric.  The rise is cut for a shorter person and this is often the case with PJs that have no stretch in them and instead, are a hundred percent cotton.  Pity.",Too short in the rise for a long legged woman...,3.0,neutral,love the softness of the fabric the rise is cut for a shorter person and this is often the case with pjs that have no stretch in them and instead are a hundred percent cotton pity
"Wayyyy too big, was going to exchange but the size difference changed the price by $40, so wasn't worth it. Nice thick sole that would have been nice in the wintertime, though!",Pretty but huge~,4.0,positive,wayyyy too big was going to exchange but the size difference changed the price by so wasnt worth it nice thick sole that would have been nice in the wintertime though
"I don't like digital watches. I'm a chronograph guy. James Bond never wore a digital. American astrononauts don't wear digitalis. But after 30 years of wearing chronograph watches (even very expensive ones) I decided that I needed a watch that wouldn't crap out on me after swimming a few a months worth of laps in the local YMCA pool.I don't EVER take my watches off. EVER! Not in the pool, not in the hot tub, not in the shower, not at work as a machine technichian, not huntining, not sleeping, not EVER! (the one exception being when I work out on my heavy bag. A watch just won't fit under the wraps.)My point is, a watch for me has to be there for me 24/7. I've spent thousands of dollars on certified dive watches (even ones designed for NAVY SEALS (don't waste your money.) and none of them. NONE of them have held up like this watch has.I wanted to own this watch for at least a year before I gave it a review. I have. So here it is in pro vs. con format.PROIt may be bulletproof. (I haven't shot a bullet at it yet but this is one tough mother%^&#60;&#62;&#8364; watch.)I've had it a year and it looks like I just took it out of the box. (not a single scratch or ding to the crystal.)The functions were easy to learn even for a non digital user.I guess it's a pretty watch if you like digital type watches (it's just functional as far as I'm concerned.)The time and date are large (black on gray) and easy to read even for the near sighted.The function buttons are both a pro and a con. They're large enough and require enough tension to easily depress underwater yet at the same time are impossible to operate with heavy winter mittens on.The auto light is also a pro and con. It does work. It's just VERY particular in how you hold your arm and tilt your hand and for how long. But it does work. (either way you can shut it off with the touch of a button)I like the clip at the end of the wristband. It keeps the band from coming loose during more strenuous activities. (not a big deal but I like it.)Speaking of bands, I'm not sure what this one is made of but it's tough. It's not not like a regular watch band that can be replaced with one from any Wal-Mart. This is integrated into the watch.It always radio/auto/atomic updates. The signal is broadcast from ft.Collins,Co. I'm in S MN. I work from home from midnight til noon. My office is in the basement of our home and my watch has never once missed an update signal.CONSShe's thick! Twice as thick as a good dive watch. It get's hung up on shirts and jackets and such. Really not a big deal.As I said above, impossible to operate the function buttons with gloves on.Also, as I said above, the auto light can be particular.But let's get down to the ONLY reason I didn't give this watch 5 stars.That reason is the three sub dials. I don 't know what the Casio engineers in Japan were smoking the day they designed this watch but they screwed the pooch on These! The largest subdial isn't even covered in the user manual. I had to go online to find out what it does and what it does is useless. The middle subdial shows the watches charge and the last and smallest (tiny) dial shows all of the vital functions of the watch. (four different alarm settings, snooze,DST,signal,split times) and more. These readouts are the most important readouts of the watch and they're tiny! My eyes are fine and I can't read them.I almost sent it back just because of the subdials but I just use it for time and date and this watch hasn't let me down.Her Majesy's Secret Service And NASA can afford to equip their agents with new cool expensive watches after every mission, but I'm just a middle class guy and this watch has performed in everything from -28F to 108F. From 30m below sea level  to 22,000 ft above sea level. Through countless laps, thousands of hours of work and a lot of showers. (probably not enough for my wife and her friends.) it's been more than a year and this watch rocks the house!!!If you want a good reliable bullet proof watch this is the one. (if you you live up North this way, ya may have to throw it under a light every once in a while in the winter when the sun don't come out.)",Great watch,4.0,positive,i dont like digital watches im a chronograph guy james bond never wore a digital american astrononauts dont wear digitalis but after years of wearing chronograph watches even very expensive ones i decided that i needed a watch that wouldnt crap out on me after swimming a few a months worth of laps in the local ymca pooli dont ever take my watches off ever not in the pool not in the hot tub not in the shower not at work as a machine technichian not huntining not sleeping not ever the one exception being when i work out on my heavy bag a watch just wont fit under the wrapsmy point is a watch for me has to be there for me ive spent thousands of dollars on certified dive watches even ones designed for navy seals dont waste your money and none of them none of them have held up like this watch hasi wanted to own this watch for at least a year before i gave it a review i have so here it is in pro vs con formatproit may be bulletproof i havent shot a bullet at it yet but this is one tough mother watchive had it a year and it looks like i just took it out of the box not a single scratch or ding to the crystalthe functions were easy to learn even for a non digital useri guess its a pretty watch if you like digital type watches its just functional as far as im concernedthe time and date are large black on gray and easy to read even for the near sightedthe function buttons are both a pro and a con theyre large enough and require enough tension to easily depress underwater yet at the same time are impossible to operate with heavy winter mittens onthe auto light is also a pro and con it does work its just very particular in how you hold your arm and tilt your hand and for how long but it does work either way you can shut it off with the touch of a buttoni like the clip at the end of the wristband it keeps the band from coming loose during more strenuous activities not a big deal but i like itspeaking of bands im not sure what this one is made of but its tough its not not like a regular watch band that can be replaced with one from any walmart this is integrated into the watchit always radioautoatomic updates the signal is broadcast from ftcollinsco im in s mn i work from home from midnight til noon my office is in the basement of our home and my watch has never once missed an update signalconsshes thick twice as thick as a good dive watch it gets hung up on shirts and jackets and such really not a big dealas i said above impossible to operate the function buttons with gloves onalso as i said above the auto light can be particularbut lets get down to the only reason i didnt give this watch starsthat reason is the three sub dials i don t know what the casio engineers in japan were smoking the day they designed this watch but they screwed the pooch on these the largest subdial isnt even covered in the user manual i had to go online to find out what it does and what it does is useless the middle subdial shows the watches charge and the last and smallest tiny dial shows all of the vital functions of the watch four different alarm settings snoozedstsignalsplit times and more these readouts are the most important readouts of the watch and theyre tiny my eyes are fine and i cant read themi almost sent it back just because of the subdials but i just use it for time and date and this watch hasnt let me downher majesys secret service and nasa can afford to equip their agents with new cool expensive watches after every mission but im just a middle class guy and this watch has performed in everything from f to f from m below sea level to ft above sea level through countless laps thousands of hours of work and a lot of showers probably not enough for my wife and her friends its been more than a year and this watch rocks the houseif you want a good reliable bullet proof watch this is the one if you you live up north this way ya may have to throw it under a light every once in a while in the winter when the sun dont come out
"Can't wait to wear these.  Light and comfortable yet notyour grandmother's shoes.  I say that because I am agrandmother, but don't feel like they told me ""grandmothers""should feel and act and dress.....Think I will get another pair.",cool  comfort,5.0,positive,cant wait to wear these light and comfortable yet notyour grandmothers shoes i say that because i am agrandmother but dont feel like they told me grandmothersshould feel and act and dressthink i will get another pair
These shoes are far more comfortable than expected...I love the fit. The colors are amazing and i plan on wearing them with several straight  or a-Line dresses in solid colors....Simply GREAT,WOW shoes,5.0,positive,these shoes are far more comfortable than expectedi love the fit the colors are amazing and i plan on wearing them with several straight or aline dresses in solid colorssimply great
"I just ordered these online but have been informed and confirmed by Keen that they run about on half-size short, and that I should order the next size up.  So, I'm not sure about wearing them but confirm your size as these are different than the other shoes Keen makes.",Check your size-order,4.0,positive,i just ordered these online but have been informed and confirmed by keen that they run about on halfsize short and that i should order the next size up so im not sure about wearing them but confirm your size as these are different than the other shoes keen makes
this keep! I've washed it several times and no holes or fraying. Stay away from their lace pants - cause ofter 2 washes they start to fray!! These are the only ones I'd recommend so far...,As opposed to other underwear from angelina,5.0,positive,this keep ive washed it several times and no holes or fraying stay away from their lace pants cause ofter washes they start to fray these are the only ones id recommend so far
"I love the color and the shoes are very comfortable.  I bought them for my mother who always wears a 7 1/2. They were too small for her but fit me.  I always wear a 6 1/2.  Good shoe but they run small, so plan for that detail!",Dearfoams,4.0,positive,i love the color and the shoes are very comfortable i bought them for my mother who always wears a they were too small for her but fit me i always wear a good shoe but they run small so plan for that detail
