review,summary,rating,sentiment,cleaned_review
"Love the easy Street brand.  Love the wide sizes, although they are all synthetic you would never know it.  These sandals are so pretty, and fit perfect.  Well made, no flaws.",Beautiful AND comfy!,5.0,positive,love the easy street brand love the wide sizes although they are all synthetic you would never know it these sandals are so pretty and fit perfect well made no flaws
"I used this as my wallet during a 2 week trip in Europe.  The Pro's were that it was a very good organizer, and you can pack a lot of stuff in it.  It is Rfid, I'm not sure how important that is in Europe, but it was a nice feature.  The hook and loop worked well as did the zippers.  The nylon material was sturdy.The downside, while walking around with it around my neck under my shirt one day, the neck strap had pulled apart from the wallet at the seam.  Luckily my under shirt was tucked in so I didn't lose it but didn't know it had fell until I went to pay for something.  If I was wearing a tshirt or didn't have a shirt tucked in, it would have slipped right out onto the ground and I would have lost my passport, license, cash, train tickets and credit card.  For the rest of the trip I was forced to put this in my pants pocket where it was vulnerable to pickpockets and I wished I had just brought my regular wallet with me.  I do not recommend buying this product.",Cheap stiching,2.0,negative,i used this as my wallet during a week trip in europe the pros were that it was a very good organizer and you can pack a lot of stuff in it it is rfid im not sure how important that is in europe but it was a nice feature the hook and loop worked well as did the zippers the nylon material was sturdythe downside while walking around with it around my neck under my shirt one day the neck strap had pulled apart from the wallet at the seam luckily my under shirt was tucked in so i didnt lose it but didnt know it had fell until i went to pay for something if i was wearing a tshirt or didnt have a shirt tucked in it would have slipped right out onto the ground and i would have lost my passport license cash train tickets and credit card for the rest of the trip i was forced to put this in my pants pocket where it was vulnerable to pickpockets and i wished i had just brought my regular wallet with me i do not recommend buying this product
"It has an unexpected surprise of a feaux diamond in the middle, which makes this nice and not so utilitarian looking. It keeps it shape all day.",I like it.,4.0,positive,it has an unexpected surprise of a feaux diamond in the middle which makes this nice and not so utilitarian looking it keeps it shape all day
Very pretty but so small I could not begin to wear it.  If I was a size 1 I might could have gotten into the x-large that I ordered. Very disappointed  would not order from this vendor again.,Zeagoo Womens Celeb Cap Sleeve Evening Pencil Midi Bodycon Dress,1.0,negative,very pretty but so small i could not begin to wear it if i was a size i might could have gotten into the xlarge that i ordered very disappointed would not order from this vendor again
My husband loved these jeans which fit perfectly although about 2 inches too long. He will be purchasing more shortly.,Good value for money,5.0,positive,my husband loved these jeans which fit perfectly although about inches too long he will be purchasing more shortly
"I have small feet but these boots, with a mid zipper, are a pain to put on.  They look quite nice, but have little support and no cushioning. I am returning them.",Too tough to put on,2.0,negative,i have small feet but these boots with a mid zipper are a pain to put on they look quite nice but have little support and no cushioning i am returning them
"These are really cute shoes to wear with jeans and slacks. I was prepared to love them, but ended up having to send them back because they were just a little bit narrow in the toe. They were comfortable when I first put them on, but after walking around the house a bit, they began to pinch my toes. After many years of wearing very high heels on hard floors at work, my feet have little tolerance for any discomfort. Usually Clarks fit me perfectly, but these were just a bit off.","Not really too small, but a little narrow in the toe for me",3.0,neutral,these are really cute shoes to wear with jeans and slacks i was prepared to love them but ended up having to send them back because they were just a little bit narrow in the toe they were comfortable when i first put them on but after walking around the house a bit they began to pinch my toes after many years of wearing very high heels on hard floors at work my feet have little tolerance for any discomfort usually clarks fit me perfectly but these were just a bit off
"I agree with several of the reviews saying that this slip is decent fabric and hangs nicely.  However, my daughter is tall and wanted a ""shorter"" slip to wear with knee-length dresses.  Based on this picture, I thought we would be fine.  However, it falls almost 1/2 between her knees and her ankles... I'm almost wondering if we were sent the incorrect style.  Will probably have to return.",nice fit but long,3.0,neutral,i agree with several of the reviews saying that this slip is decent fabric and hangs nicely however my daughter is tall and wanted a shorter slip to wear with kneelength dresses based on this picture i thought we would be fine however it falls almost between her knees and her ankles im almost wondering if we were sent the incorrect style will probably have to return
"This ring was a little big for my husband and it was easily scratched and flawed. Not really ideal for a ""man's man"". My husband is a mechanic. He typically doesn't wear a ring at work but still I'd like something more durable. I replaced this ring for him after about a month and a half.",Meh,3.0,neutral,this ring was a little big for my husband and it was easily scratched and flawed not really ideal for a mans man my husband is a mechanic he typically doesnt wear a ring at work but still id like something more durable i replaced this ring for him after about a month and a half
I won't buy these again.  I like a product that holds the package securely.  These do not.  I won't buy again.  Too bad...I liked the price.,Good value for the buck,2.0,negative,i wont buy these again i like a product that holds the package securely these do not i wont buy again too badi liked the price
Its pretty but I thought it would be smaller and thicker. It was a gift for a friend and she liked it.,its ok,1.0,negative,its pretty but i thought it would be smaller and thicker it was a gift for a friend and she liked it
"I love the colors of the Pashmina scarves so much.  I have between 8 and 10 of them:  Depending on whether my daughter-in-law has one on at the time.  I will be ordering more; but, I did think they'd be a little heavier.",Beautiful color!,4.0,positive,i love the colors of the pashmina scarves so much i have between and of them depending on whether my daughterinlaw has one on at the time i will be ordering more but i did think theyd be a little heavier
"This shoe was kind of cute, but it runs large. My usual size of 9 wouldn't stay on - kept walking out of it and I didn't want to risk exchanging for a smaller size.",OK product,3.0,neutral,this shoe was kind of cute but it runs large my usual size of wouldnt stay on kept walking out of it and i didnt want to risk exchanging for a smaller size
Christine uses the hat for rodeos and working in the barn alot but she does have more hats but this is her favorite one,my wife loves it,5.0,positive,christine uses the hat for rodeos and working in the barn alot but she does have more hats but this is her favorite one
"I needed a white t-shirt, and this one is well-styled. I haven't actually worn it yet because it is only good for layering, as it is too sheer for wearing alone.",Good for the price,3.0,neutral,i needed a white tshirt and this one is wellstyled i havent actually worn it yet because it is only good for layering as it is too sheer for wearing alone
"I wanted a pair of UGG boots but could not afford the high prices in stores and most online sellers.So when I saw these boots I took the plunge and could not fault the quality or price which is considerably less than the other stores.I contacted the seller a few times asking questions before taking the plunge and I could not fault them, they could not have done more to help me and made me feel very confident that when I placed my order, they would be only too happy to help me with any problems should they arise after I purchased my boots, which by the way, has not happened.The boots are comfy, warm and look so great.Could not fault this seller or their products at all.",Beautiful boots,5.0,positive,i wanted a pair of ugg boots but could not afford the high prices in stores and most online sellersso when i saw these boots i took the plunge and could not fault the quality or price which is considerably less than the other storesi contacted the seller a few times asking questions before taking the plunge and i could not fault them they could not have done more to help me and made me feel very confident that when i placed my order they would be only too happy to help me with any problems should they arise after i purchased my boots which by the way has not happenedthe boots are comfy warm and look so greatcould not fault this seller or their products at all
"This tee shirt is not fitted! It is a boxy, loose shape. I ended up keeping it even though the description was off because its still pretty cool and Misfit tees are hard to find.",Description off,3.0,neutral,this tee shirt is not fitted it is a boxy loose shape i ended up keeping it even though the description was off because its still pretty cool and misfit tees are hard to find
"I tried this for my Zumba class and it did the job--kept the bouncing to a minimum. My only issue was that the band at the bottom irritated my skin, which is sensitive. I ended up stuffing tissues under the band. Otherwise, it was pretty supportive and held the girls in better than expected. I might have to come up with a solution to cover the band so I can keep using it.",Pretty happy with it,4.0,positive,i tried this for my zumba class and it did the jobkept the bouncing to a minimum my only issue was that the band at the bottom irritated my skin which is sensitive i ended up stuffing tissues under the band otherwise it was pretty supportive and held the girls in better than expected i might have to come up with a solution to cover the band so i can keep using it
"Love this infinity scarf! It's very chunky, definitely made for cold, cold weather! The color is true to the picture, a really pretty, bright salmon. It is a little short, compared to the other knitted infinity scarves I own, but the chunkiness makes up for the warmth.",Bright Color!,5.0,positive,love this infinity scarf its very chunky definitely made for cold cold weather the color is true to the picture a really pretty bright salmon it is a little short compared to the other knitted infinity scarves i own but the chunkiness makes up for the warmth
it was a liltle bit big but overall i liked it.,Four Stars,4.0,positive,it was a liltle bit big but overall i liked it
These pants fit great and are very comfortable. What more could you want from a pair of jeans. two words,FITS GREAT,5.0,positive,these pants fit great and are very comfortable what more could you want from a pair of jeans two words
"I had high hopes for these shoes.  They are adorable and a little girl can wear them casually or with dresses. The plastic flower is cute and my daughter loved the look of them.  We ordered a size 10 because my daughter was between a 9 and a 10 and reviews said they ran small.  This was not the case and so I ordered the size 9, as well.  I even kept the size 10 for next summer because I was sure they were going to be great.  After about 2 weeks, my daughter refused to wear these shoes.  She had small blisters along the edges of her feet and at her heels.  We tried them with socks and even tried to wear the larger size but they still weren't comfortable.  My daughter is a redhead with very sensitive, fair skin, so sandals can be a problem.  I now have 2 pairs of shoes that won't be worn...lesson learned.",Very cute but caused blisters,3.0,neutral,i had high hopes for these shoes they are adorable and a little girl can wear them casually or with dresses the plastic flower is cute and my daughter loved the look of them we ordered a size because my daughter was between a and a and reviews said they ran small this was not the case and so i ordered the size as well i even kept the size for next summer because i was sure they were going to be great after about weeks my daughter refused to wear these shoes she had small blisters along the edges of her feet and at her heels we tried them with socks and even tried to wear the larger size but they still werent comfortable my daughter is a redhead with very sensitive fair skin so sandals can be a problem i now have pairs of shoes that wont be wornlesson learned
Not as pretty as I thought it would be.  Nothing really wrong with it.. just had to have so many links removed and its just not the wow I thought it would be.,SHould have returned it.,2.0,negative,not as pretty as i thought it would be nothing really wrong with it just had to have so many links removed and its just not the wow i thought it would be
"This would be the second time I've ordered these briefs ,they have great colors and fit well. I really like them and will order more.",Colored  Women's Briefs,4.0,positive,this would be the second time ive ordered these briefs they have great colors and fit well i really like them and will order more
"I am on my third pair - these last for years and when they wear out I can't order a new pair fast enough.  They are comfortable and soft and warm - perfect for winters on Lake Michigan!  I do waterproof them though, as soon as I get them, and I do several applications.  I think this has helped my more recent pair last longer.",Love them!,5.0,positive,i am on my third pair these last for years and when they wear out i cant order a new pair fast enough they are comfortable and soft and warm perfect for winters on lake michigan i do waterproof them though as soon as i get them and i do several applications i think this has helped my more recent pair last longer
"I purchased this bag and it was the perfect size however, the tubing which keeps the bag standing upright pierced through the edges of the bag and now the bag cannot stand on its own and falls awkwardly. The metal  tubing is now protruding  through the bag. It is completely  destroyed...Would not recommend this bag...It Damage quickly..",So disappointed with this Bag,1.0,negative,i purchased this bag and it was the perfect size however the tubing which keeps the bag standing upright pierced through the edges of the bag and now the bag cannot stand on its own and falls awkwardly the metal tubing is now protruding through the bag it is completely destroyedwould not recommend this bagit damage quickly
"Love this hat, I wear it for golf and it really keeps my head dry.  It is also very cute.",Cute hat.,5.0,positive,love this hat i wear it for golf and it really keeps my head dry it is also very cute
"Had to return the 12's I ordered.  They definitely run small.  My toe was jammed into the front.  I tried to check out the 13's after returning these, but they only had them for about $35 more including shipping, so I wasn't willing to pay the additional cost.  Definitely order higher than your usual size for these.","Comfortable, but not true to size.",3.0,neutral,had to return the s i ordered they definitely run small my toe was jammed into the front i tried to check out the s after returning these but they only had them for about more including shipping so i wasnt willing to pay the additional cost definitely order higher than your usual size for these
"They are okay, the fit was fine, but the inside sole feel apart the first time I tried them on.",Shoes,3.0,neutral,they are okay the fit was fine but the inside sole feel apart the first time i tried them on
"The earrings are as advertized, true blue in color, but a little small for my preference.  They would be great for multiple earrings, but small for one stud earring.  I love them just the same","Pretty , but small",4.0,positive,the earrings are as advertized true blue in color but a little small for my preference they would be great for multiple earrings but small for one stud earring i love them just the same
This is a very attractive watch.  If you are a large guy and you want a watch that makes a statement about your masculinity this is it.  This watch is huge but on the right person it looks great.  It is overstated but that is the whole purpose of wearing it.  This is a watch that will be noticed by anyone you sees it.,Huge masculine watch that makes a bold statement,5.0,positive,this is a very attractive watch if you are a large guy and you want a watch that makes a statement about your masculinity this is it this watch is huge but on the right person it looks great it is overstated but that is the whole purpose of wearing it this is a watch that will be noticed by anyone you sees it
"Pretty awesome looking, pretty decent material; so far so good. However, if you have a large head, as I do, the stretch headband within is possibly going to cause you a headache, or something like that, as it does me. If the company fixed this issue by making an adjustable inner stretchable headband, it would've gotten five stars, deservedly so. If you have a small to medium head, this might be a five-star item for you. Big head? Forfgettaboutit!",Could've been a contender,3.0,neutral,pretty awesome looking pretty decent material so far so good however if you have a large head as i do the stretch headband within is possibly going to cause you a headache or something like that as it does me if the company fixed this issue by making an adjustable inner stretchable headband it wouldve gotten five stars deservedly so if you have a small to medium head this might be a fivestar item for you big head forfgettaboutit
"Great sunglasses, the mirror lenses make it hard to wear them while driving, but I still love the way they look.  And for the price you can't go wrong.",FUN,5.0,positive,great sunglasses the mirror lenses make it hard to wear them while driving but i still love the way they look and for the price you cant go wrong
I love wearing these earrings.I bought the white pair and the pink pair.Real attention getters!,Stunning .. ! !,5.0,positive,i love wearing these earringsi bought the white pair and the pink pairreal attention getters
Had alot of hopes for this dress. I popped out a gromet the first time I put it on. It looks so sexy.,sexy,3.0,neutral,had alot of hopes for this dress i popped out a gromet the first time i put it on it looks so sexy
"My 5 yo liked wearing them.  They run small and when we washed them, they got even smaller.  But while what you get isn't what is pictured, it is close enough.  High quality?  Not at all, but for the price and if you're just using them for dress up, they are fine.  I don't think they would work for a heavy kid or one older than 6.  We had trouble getting them over the cowboy boots but they might work if you weren't trying them over a boot top.",Runs small but serves it's purpose,3.0,neutral,my yo liked wearing them they run small and when we washed them they got even smaller but while what you get isnt what is pictured it is close enough high quality not at all but for the price and if youre just using them for dress up they are fine i dont think they would work for a heavy kid or one older than we had trouble getting them over the cowboy boots but they might work if you werent trying them over a boot top
"i bought this because i like large baggy hoodies to lounge in and ordered an x-large mens size. the hoodie is actually a little tight... not skin tight, but it doesnt seem true to size. this should be extra baggy on me.. the sleeves are really long as well.. its also VERY thin. you can see through it. its not that its not comfy because i can still lounge around the house in it, just not what i expected when i ordered it.",strange fit,3.0,neutral,i bought this because i like large baggy hoodies to lounge in and ordered an xlarge mens size the hoodie is actually a little tight not skin tight but it doesnt seem true to size this should be extra baggy on me the sleeves are really long as well its also very thin you can see through it its not that its not comfy because i can still lounge around the house in it just not what i expected when i ordered it
"These are authentic, sturdy glasses. My son loves these and he is wearing them every day. Hope they hold up!",Great buy,5.0,positive,these are authentic sturdy glasses my son loves these and he is wearing them every day hope they hold up
"these boxers are a little on the pricy side but my opinion they are well worth it, they do not ride up and very comfortable  pants don't stick to them or anything, saying is you get what you pay for and ill keep paying for these instead of Walmart specials",very comfy,5.0,positive,these boxers are a little on the pricy side but my opinion they are well worth it they do not ride up and very comfortable pants dont stick to them or anything saying is you get what you pay for and ill keep paying for these instead of walmart specials
"Compared with any other clothing I wear, including other cotton tanks, this product is substantially undersized.  I will shortly return it for a larger size and perhaps a different brand.",Way undersized,2.0,negative,compared with any other clothing i wear including other cotton tanks this product is substantially undersized i will shortly return it for a larger size and perhaps a different brand
"This is a real cute boot. I thought even though there was no picture of a zipper that it had to have one, it's a boot! Well to my surpise there was no zipper so it was kinda hard to put on and take off. I had to return it for that reason, but other than that i liked it.",No Zipper,2.0,negative,this is a real cute boot i thought even though there was no picture of a zipper that it had to have one its a boot well to my surpise there was no zipper so it was kinda hard to put on and take off i had to return it for that reason but other than that i liked it
I love these earrings. It's elegant and my style! I get great compliments on these earrings from friends and family. Looking forward to future purchases with this seller.,Black is Back,5.0,positive,i love these earrings its elegant and my style i get great compliments on these earrings from friends and family looking forward to future purchases with this seller
"My husband works near 700 degree ovens that melt glass, so he has to wear ALL cotton thermals to protect him from the heat.  I figured we should try these since theCarhartt Men's Heavyweight Cotton Thermal Crew Neck T-Shirt's are more expensive.  These are heavy duty, they wash well, and they are softer than the Carhartt's.  I don't know if that means they won't last as long, but we will see.I imagine these would keep the body warmer than the Carhartt's since they are softer so the fibers will stay closer to the skin.  That's awesome for their intended purpose, but probably not for my husband since he needs his body heat to escape.These seem like a good quality and would keep a person very warm.  I have to wash them every other night, and they've held up well thus far.  If I remember, I'll update in about 6 months :)UPDATE 6/5/12: After regular washes and wears, these thermals have become a bit scratchy compared to the Carhartt's, which have held up much better.  The stitching on these is fine, it's just they started out softer than the other brand and became more and more like burlap, unfortunately.",Works For Us,2.0,negative,my husband works near degree ovens that melt glass so he has to wear all cotton thermals to protect him from the heat i figured we should try these since thecarhartt mens heavyweight cotton thermal crew neck tshirts are more expensive these are heavy duty they wash well and they are softer than the carhartts i dont know if that means they wont last as long but we will seei imagine these would keep the body warmer than the carhartts since they are softer so the fibers will stay closer to the skin thats awesome for their intended purpose but probably not for my husband since he needs his body heat to escapethese seem like a good quality and would keep a person very warm i have to wash them every other night and theyve held up well thus far if i remember ill update in about months update after regular washes and wears these thermals have become a bit scratchy compared to the carhartts which have held up much better the stitching on these is fine its just they started out softer than the other brand and became more and more like burlap unfortunately
I don't  love this shirt because the fabric is very thin and isn't soft even after washing. Some of my other Cherokee tops are much nicer. I also do not like the seam that runs down the back of the shirt.  I wouldn't order this particular one again.,Like Cherokee but not this one,3.0,neutral,i dont love this shirt because the fabric is very thin and isnt soft even after washing some of my other cherokee tops are much nicer i also do not like the seam that runs down the back of the shirt i wouldnt order this particular one again
"I love these! They fit nicely and feel good. I think they are on the thin side but they are fine. I bought the small,I am 5'2&#34;, 125 lbs and had to have them hemmed up some.",Look good and comfortable!,4.0,positive,i love these they fit nicely and feel good i think they are on the thin side but they are fine i bought the smalli am lbs and had to have them hemmed up some
Wow it's perfect! The scarf is so soft and big enough to wrap around and looks beautiful on. I wore it with my leather jacket and it compliments it so beautifully. The scarf kept me warm I was excited when it arrived I couldn't be more happy with this item. It's definitely worth the price!,Just what I was looking for!,5.0,positive,wow its perfect the scarf is so soft and big enough to wrap around and looks beautiful on i wore it with my leather jacket and it compliments it so beautifully the scarf kept me warm i was excited when it arrived i couldnt be more happy with this item its definitely worth the price
"The band was great, looked and felt as if I would have kept it if I had ordered a smaller cup size. Which I am considering doing. Very nice quality, seems as tho this bra would keep &#34;em reigned in d looking good. I just need to order a smaller cup (thank God)",Cups ran big IMHO,3.0,neutral,the band was great looked and felt as if i would have kept it if i had ordered a smaller cup size which i am considering doing very nice quality seems as tho this bra would keep em reigned in d looking good i just need to order a smaller cup thank god
"I am guessing that those who gave this good reviews for great support are in a smaller cup or don't have really heavy breasts.  I'm a 32F and not only was the cup too small, there was no support whatsoever. It was pretty - I give it one star for that.  If I have to wear something that looks as supportive as it is, so be it.  Comfort & good support is more important to me than pretty.  I wouldn't recommend this to anyone who is a larger cup or is whose breasts are really dense/heavy.",PRETTY BUT NO SUPPORT,1.0,negative,i am guessing that those who gave this good reviews for great support are in a smaller cup or dont have really heavy breasts im a f and not only was the cup too small there was no support whatsoever it was pretty i give it one star for that if i have to wear something that looks as supportive as it is so be it comfort good support is more important to me than pretty i wouldnt recommend this to anyone who is a larger cup or is whose breasts are really denseheavy
"Decent quality/looks for the price.  Others commented it is for small wrists.  Mine are small & it was a bit big on me size-wise and even bigger style-wise. It is a fairly wide piece (the center is 1.5"").  I like the looks of it, but since the style is designed for a wider wrist, it doesn't look right on me.  (So I have not worn it yet & cannot comment on how sturdy it is.)  It would be easy to add extra links from the craft store in order it make it a bigger size.  All you need are some pliers.",Big looking on my small wrist,3.0,neutral,decent qualitylooks for the price others commented it is for small wrists mine are small it was a bit big on me sizewise and even bigger stylewise it is a fairly wide piece the center is i like the looks of it but since the style is designed for a wider wrist it doesnt look right on me so i have not worn it yet cannot comment on how sturdy it is it would be easy to add extra links from the craft store in order it make it a bigger size all you need are some pliers
"I haven't purchased fleece pants in almost 10 years. I'm in cold climate so I wanted cozy lounging pants. These were the ticket. I have to say they run true to size, if not almost a hair to big. Great purchase. Heavy duty, great quality and after 1 was they're perfect.",heavy duty,5.0,positive,i havent purchased fleece pants in almost years im in cold climate so i wanted cozy lounging pants these were the ticket i have to say they run true to size if not almost a hair to big great purchase heavy duty great quality and after was theyre perfect
"...And soft to boot! But I have a hard time actually bringing myself to wear them to yoga, as they are VERY SHORT shorts. In concept, that's great for hot yoga, but I get so sweaty in hot yoga that I need the friction from my pants to keep myself in some poses. So these don't quite work out for yoga like I had hoped for, but they are amazing for wearing around the house, and they look pretty great while I'm doing chores, so my husband sure isn't complaining!",These are amazingly comfortable,4.0,positive,and soft to boot but i have a hard time actually bringing myself to wear them to yoga as they are very short shorts in concept thats great for hot yoga but i get so sweaty in hot yoga that i need the friction from my pants to keep myself in some poses so these dont quite work out for yoga like i had hoped for but they are amazing for wearing around the house and they look pretty great while im doing chores so my husband sure isnt complaining
Make sure your order about 2 sizes smaller that you actually are or this will look like you are wearing a tarp.  The material is cheap looking as well.  I would return but they are making me pay return shipping and its just not worth it....but do not order from these people.  I have ordered two dresses and they were both HUGE and the material was a real let down!,HUGE,1.0,negative,make sure your order about sizes smaller that you actually are or this will look like you are wearing a tarp the material is cheap looking as well i would return but they are making me pay return shipping and its just not worth itbut do not order from these people i have ordered two dresses and they were both huge and the material was a real let down
"love this car seat travel bag! it will fit any infant car seat just don't attach your base.  it has plenty of room to fit base and seat, we own a britax b agile.  i love the fact it has shoulder straps and you are hands free!it's a must and worth the money",wow! if you travel alot this bag is for you,5.0,positive,love this car seat travel bag it will fit any infant car seat just dont attach your base it has plenty of room to fit base and seat we own a britax b agile i love the fact it has shoulder straps and you are hands freeits a must and worth the money
"Got them in great packaging. Beautiful pair of red glasses. Great with direct sun in your eyes, which is surprising considering the how light the tint looks.The case could be stiffer to protect the glasses and not leather (I'm vegan) but what can you do?Overall happy with my purchase :-)",Classic and great looking pair of sunglasses!,5.0,positive,got them in great packaging beautiful pair of red glasses great with direct sun in your eyes which is surprising considering the how light the tint looksthe case could be stiffer to protect the glasses and not leather im vegan but what can you dooverall happy with my purchase
"She wears it all the time! We got this for my mother in law at Christmas, and she's religious and loves angels, so she especially liked this.",Beautiful,5.0,positive,she wears it all the time we got this for my mother in law at christmas and shes religious and loves angels so she especially liked this
"Ordered these in red and black, I wear a size 8-1/2 so I ordered 9 and there is just enough wiggle room and space for large socks to be worn, however the black pair is more snug fitting then the red pair, and the red pair came with some white scuffs on them that won't buff off :( but other than that I love them and they are very cute and comfortable!",Love at first sight!,5.0,positive,ordered these in red and black i wear a size so i ordered and there is just enough wiggle room and space for large socks to be worn however the black pair is more snug fitting then the red pair and the red pair came with some white scuffs on them that wont buff off but other than that i love them and they are very cute and comfortable
"Great IDEA to have this running shoe type of insole, but the overall fit of the shoe is just plain bad. Too loose in the arches, to tight in the toe box. Arch feels like it's in the wrong place. Just overall badly fitting.",Bad Fit,2.0,negative,great idea to have this running shoe type of insole but the overall fit of the shoe is just plain bad too loose in the arches to tight in the toe box arch feels like its in the wrong place just overall badly fitting
I very much like it and the fit is very stretchy and somewhat large. Now I have run out of nice things to say so I must go.,very soft,4.0,positive,i very much like it and the fit is very stretchy and somewhat large now i have run out of nice things to say so i must go
I'm in a wheelchair and wanted compression socks that looked like normal socks. They look the part but didn't do a very good job at the compression for me. They might be good for a walking person but not for someone paralyzed with skinny calves.  They work very well as regular socks and do not come down at all. I'll keep for that purpose,Not useful for me,2.0,negative,im in a wheelchair and wanted compression socks that looked like normal socks they look the part but didnt do a very good job at the compression for me they might be good for a walking person but not for someone paralyzed with skinny calves they work very well as regular socks and do not come down at all ill keep for that purpose
"These are my favorites!  I was excited to find them on Amazon, they are so comfortable and seamless with everything I wear.",Perfect & comfortable,5.0,positive,these are my favorites i was excited to find them on amazon they are so comfortable and seamless with everything i wear
My husband's head is 22 3/4 inches in circumference and this hat should fit his head but it is way too wide. He wanted a snug beanie. I've had to order a different hat and will give this to a larger headed relative for Christmas.,Too Big. For Huge Head.,2.0,negative,my husbands head is inches in circumference and this hat should fit his head but it is way too wide he wanted a snug beanie ive had to order a different hat and will give this to a larger headed relative for christmas
"These are very pretty and came way faster than I was expecting. Worth it.Only complaint is the post is a little long, so when I took a nap, poked me. Otherwise- stunning and so worth the price. Which is virtually nothing.Update - one month later - post broke off. NOT good quality",Stunning,4.0,positive,these are very pretty and came way faster than i was expecting worth itonly complaint is the post is a little long so when i took a nap poked me otherwise stunning and so worth the price which is virtually nothingupdate one month later post broke off not good quality
"Of course everyone has those pairs of heels they absolutely love because they're comfortable. In this case, they really are, but is deceiving. I wore these shoes for 16-ish hours once and thought, 'oh, this is comfortable.&#34;  but the second I took them off my feet ached so bad that I couldn't walk for a little bit.Overall, very good, and it came here in a timely manor","Love it, but don't wear them for  too long",4.0,positive,of course everyone has those pairs of heels they absolutely love because theyre comfortable in this case they really are but is deceiving i wore these shoes for ish hours once and thought oh this is comfortable but the second i took them off my feet ached so bad that i couldnt walk for a little bitoverall very good and it came here in a timely manor
"I do not like these as much as my canvas pair . I am keeping them but, I will have to wear little socks with it .. They are very very scratchy to wear just with bare feet.. I would stick to the canvas type if you want real comfort!",TOMS Women's Glitters Slip-on,3.0,neutral,i do not like these as much as my canvas pair i am keeping them but i will have to wear little socks with it they are very very scratchy to wear just with bare feet i would stick to the canvas type if you want real comfort
"Very cute set of headbands. The headband portion is soft and looks like it will be comfortable enough for an infant.  I like the variety and for the price, it's hard to beat!  Great buy!",Cute!,5.0,positive,very cute set of headbands the headband portion is soft and looks like it will be comfortable enough for an infant i like the variety and for the price its hard to beat great buy
"I didn't realize the decoration is &#34;net&#34; strips, about 2 inches wide that run from neck line to sleeve bottom.  Material is rather thin and my bra shows (barely, but visible) and bra straps very distinct over the shoulders thru the net strip.  I wear this around the house but not out anywhere.  I wash in cold water and hang to dry.  Would not necessarily recommend to a friend.",Allegra Loose Shirt,3.0,neutral,i didnt realize the decoration is net strips about inches wide that run from neck line to sleeve bottom material is rather thin and my bra shows barely but visible and bra straps very distinct over the shoulders thru the net strip i wear this around the house but not out anywhere i wash in cold water and hang to dry would not necessarily recommend to a friend
"Awful quality and fit was way too small.  I expected it to run a bit tight considering it was junior's sizing, but in my opinion it was more appropriate for kids sizes.  This immediately went in the donate pile.  Glad I didn't spend much on it.",Horrible quality,1.0,negative,awful quality and fit was way too small i expected it to run a bit tight considering it was juniors sizing but in my opinion it was more appropriate for kids sizes this immediately went in the donate pile glad i didnt spend much on it
"Normally I've always liked all my reef sandals,  but these were just too small and rubbed wrong in places that normal sandals didn't rub me.  I sent them back and got a different style and they fit better.",didn't fit right,1.0,negative,normally ive always liked all my reef sandals but these were just too small and rubbed wrong in places that normal sandals didnt rub me i sent them back and got a different style and they fit better
"Beautiful, chic, sophisticated, and super shiny! I love it.",Five Stars,5.0,positive,beautiful chic sophisticated and super shiny i love it
"Gorgeous set! I am 5'9"", large frame. This ring looked beautiful on out of the box. The center stone started to get very cloudy and pasty after 2 weeks. I love the look so much, I'm going to try another company, to find a better quality center stone.",Very pretty but.....,2.0,negative,gorgeous set i am large frame this ring looked beautiful on out of the box the center stone started to get very cloudy and pasty after weeks i love the look so much im going to try another company to find a better quality center stone
"Great belt, the best option to go in Rodeo! Flexible and beautiful, it can stay more beautiful with a black country hat in anyone.",Useful belt,4.0,positive,great belt the best option to go in rodeo flexible and beautiful it can stay more beautiful with a black country hat in anyone
"I was unsure about rating these sneakers because they were to big for me to walk around in.  I will say however, there was plenty of room (width) in the toe of the shoe & they look as pictured. I've  been wearing fitflop sandals & clogs for a few years now, they're the only shoe that my feet & back feel good in. These are the first sneakers  & thought I was told they ran small so I sized up. That was a mistake they defiantly run large, so if you are a half size, size down.",Size down for this Fit Flop sneaker,3.0,neutral,i was unsure about rating these sneakers because they were to big for me to walk around in i will say however there was plenty of room width in the toe of the shoe they look as pictured ive been wearing fitflop sandals clogs for a few years now theyre the only shoe that my feet back feel good in these are the first sneakers thought i was told they ran small so i sized up that was a mistake they defiantly run large so if you are a half size size down
I just used these compression socks and my legs felt like a million bucks while doing a half marathon!  They kept the swelling down during the race and helped with post-race recovery.,Compression socks,5.0,positive,i just used these compression socks and my legs felt like a million bucks while doing a half marathon they kept the swelling down during the race and helped with postrace recovery
"These shoes are comfortable.  I have received several compliments on the stylish pattern when wearing them at work, at the mall, etc.  I highly recommend buying them.  Your feet will thank you.  :)",So Comfortable!,5.0,positive,these shoes are comfortable i have received several compliments on the stylish pattern when wearing them at work at the mall etc i highly recommend buying them your feet will thank you
